Giới tính của bạn:,Độ tuổi của bạn:,Trình độ học vấn cao nhất:,Tình trạng việc làm chính:,"Thu nhập bình quân tháng theo Hợp đồng lao động của bạn là bao nhiêu? (Vui lòng điền tổng thu nhập trước khi khấu trừ các loại Bảo hiểm (BHXH, BHYT, BHTN) và Thuế TNCN)","Số người phụ thuộc (con nhỏ, cha mẹ già...) đủ điều kiện giảm trừ gia cảnh:","Tôi tin rằng với các quy định quản lý thuế hiện nay, hành vi gian lận hoặc trốn thuế sẽ dễ dàng bị phát hiện và xử lý nghiêm. - HUMAN-ENF1","Tôi tin rằng Nhà nước, cơ quan thuế có đủ khả năng và công nghệ để phát hiện, xử lý nghiêm các hành vi trốn thuế. - HUMAN-ENF2","Các thủ tục khai báo thuế VÀ/HOẶC quy trình làm việc với cơ quan thuế đơn giản, tiện lợi, nhanh chóng hơn so với trước đây. - HUMAN-FAC1","So với trước đây, tôi thấy cách tính thuế và các bậc thuế trong phương án mới đơn giản, dễ hiểu và dễ thực hiện hơn. - HUMAN-FAC2","Tôi tin rằng Nhà nước, cơ quan thuế sẽ thực thi chính sách mới một cách khách quan, công tâm và đối xử bình đẳng với mọi người nộp thuế.  - HUMAN-TRU1",Tôi thấy mức thuế tôi phải đóng theo phương án mới là công bằng (người thu nhập như tôi đóng mức này là hợp lý). - HUMAN-TRU2,"Tôi tin tưởng số tiền thuế tôi đóng sẽ được Nhà nước sử dụng hiệu quả để cải thiện dịch vụ công (y tế, đường xá...). - HUMAN-TRU3","Tôi thấy Nhà nước đã giải thích rõ ràng, minh bạch về lý do và mục tiêu của việc sửa đổi thuế lần này. - HUMAN-TRU4","Sau khi xem xét các quyền lợi và nghĩa vụ, bạn có ủng hộ và tuân thủ chính sách mới hiện nay? - HUMAN-OUT1"
Nam,18,Đại học,Chính thức,16788714,2,,,,,,,,,
Nam,36,Khác,Chính thức,17951525,4,,,,,,,,,
Nam,40,Đại học,Chính thức,17114218,2,,,,,,,,,
Nam,49,Khác,Chính thức,17863940,4,,,,,,,,,
Nam,34,Khác,Chính thức,16662708,4,,,,,,,,,
Nam,37,Cao đẳng - Trung cấp,Chính thức,17246071,3,,,,,,,,,
Nam,62,THPT,Chính thức,12396572,4,,,,,,,,,
Nam,52,Đại học,Chính thức,12133304,4,,,,,,,,,
Nam,24,Khác,Chính thức,13664145,4,,,,,,,,,
Nam,28,THPT,Chính thức,17667259,2,,,,,,,,,
Nam,34,Đại học,Chính thức,14171401,4,,,,,,,,,
Nam,33,Đại học,Chính thức,15605712,2,,,,,,,,,
Nam,26,Đại học,Chính thức,16535594,3,,,,,,,,,
Nam,29,THPT,Chính thức,16772927,4,,,,,,,,,
Nam,47,THPT,Chính thức,12352135,4,,,,,,,,,
Nam,34,THPT,Chính thức,13410173,3,,,,,,,,,
Nam,29,Đại học,Chính thức,13493510,4,,,,,,,,,
Nam,31,Đại học,Chính thức,16622570,4,,,,,,,,,
Nam,25,Thạc sĩ - Tiến sĩ,Chính thức,16482263,4,,,,,,,,,
Nam,50,Đại học,Chính thức,17750633,3,,,,,,,,,
Nam,47,THPT,Chính thức,16981639,4,,,,,,,,,
Nam,46,Thạc sĩ - Tiến sĩ,Chính thức,15488262,4,,,,,,,,,
Nam,45,Khác,Chính thức,15686856,2,,,,,,,,,
Nam,39,Đại học,Chính thức,13924914,4,,,,,,,,,
Nam,32,Đại học,Chính thức,17723759,4,,,,,,,,,
Nam,40,THPT,Chính thức,16349073,2,,,,,,,,,
Nam,39,Đại học,Chính thức,12047314,4,,,,,,,,,
Nam,35,Đại học,Chính thức,16003528,4,,,,,,,,,
Nam,27,Cao đẳng - Trung cấp,Chính thức,15545486,4,,,,,,,,,
Nam,32,Cao đẳng - Trung cấp,Chính thức,14884719,4,,,,,,,,,
Nam,41,Đại học,Chính thức,14837250,1,,,,,,,,,
Nam,54,Đại học,Chính thức,12150113,4,,,,,,,,,
Nam,48,THPT,Chính thức,12949415,3,,,,,,,,,
Nam,35,Đại học,Chính thức,16014906,4,,,,,,,,,
Nam,36,Khác,Chính thức,13726407,4,,,,,,,,,
Nam,33,Đại học,Chính thức,15052508,3,,,,,,,,,
Nam,34,Khác,Chính thức,15570330,4,,,,,,,,,
Nam,30,THPT,Chính thức,15750057,4,,,,,,,,,
Nam,49,Đại học,Chính thức,17325690,2,,,,,,,,,
Nam,42,Đại học,Chính thức,16285315,4,,,,,,,,,
Nam,36,Đại học,Chính thức,15597708,4,,,,,,,,,
Nam,41,Thạc sĩ - Tiến sĩ,Chính thức,15448617,4,,,,,,,,,
Nam,49,Đại học,Chính thức,16457598,3,,,,,,,,,
Nam,26,THPT,Chính thức,16609479,4,,,,,,,,,
Nam,49,Cao đẳng - Trung cấp,Chính thức,13058834,2,,,,,,,,,
Nam,47,Cao đẳng - Trung cấp,Chính thức,15320614,4,,,,,,,,,
Nam,43,Khác,Chính thức,13969623,2,,,,,,,,,
Nam,33,Khác,Chính thức,16482251,4,,,,,,,,,
Nam,43,Đại học,Chính thức,14905853,4,,,,,,,,,
Nam,30,Khác,Chính thức,12060349,2,,,,,,,,,
Nam,32,THPT,Chính thức,15341319,4,,,,,,,,,
Nam,51,Khác,Chính thức,16838978,2,,,,,,,,,
Nam,39,THPT,Chính thức,16210000,4,,,,,,,,,
Nam,50,THPT,Chính thức,14838003,2,,,,,,,,,
Nam,30,Đại học,Chính thức,14558373,4,,,,,,,,,
Nam,27,Đại học,Chính thức,17314551,4,,,,,,,,,
Nam,28,THPT,Chính thức,16670176,4,,,,,,,,,
Nam,34,Đại học,Chính thức,12034177,4,,,,,,,,,
Nam,28,Khác,Chính thức,15625407,2,,,,,,,,,
Nam,29,Khác,Chính thức,17916699,4,,,,,,,,,
Nam,20,Cao đẳng - Trung cấp,Chính thức,12525467,4,,,,,,,,,
Nam,53,Đại học,Chính thức,15069065,4,,,,,,,,,
Nam,33,Khác,Chính thức,15841375,4,,,,,,,,,
Nam,45,Đại học,Chính thức,17683292,4,,,,,,,,,
Nam,33,Đại học,Chính thức,12262768,4,,,,,,,,,
Nam,41,Đại học,Chính thức,16052248,4,,,,,,,,,
Nam,27,Khác,Chính thức,13574469,4,,,,,,,,,
Nam,34,Đại học,Chính thức,16797982,3,,,,,,,,,
Nam,59,Khác,Chính thức,15685546,4,,,,,,,,,
Nam,61,THPT,Chính thức,17256975,4,,,,,,,,,
Nam,50,Khác,Chính thức,12576911,3,,,,,,,,,
Nam,40,Khác,Chính thức,13052410,4,,,,,,,,,
Nam,31,THPT,Chính thức,14727474,4,,,,,,,,,
Nam,41,Khác,Chính thức,16437478,1,,,,,,,,,
Nam,38,Cao đẳng - Trung cấp,Chính thức,14777801,3,,,,,,,,,
Nam,52,Khác,Chính thức,15435322,2,,,,,,,,,
Nam,57,THPT,Chính thức,14707365,1,,,,,,,,,
Nam,43,Khác,Chính thức,13200990,4,,,,,,,,,
Nam,58,Khác,Chính thức,13131205,4,,,,,,,,,
Nam,37,Khác,Chính thức,12074037,3,,,,,,,,,
Nam,43,Đại học,Chính thức,16354820,3,,,,,,,,,
Nam,30,THPT,Chính thức,16276850,4,,,,,,,,,
Nam,55,Đại học,Chính thức,16580126,3,,,,,,,,,
Nam,37,THPT,Chính thức,16228097,3,,,,,,,,,
Nam,44,Đại học,Chính thức,14087669,3,,,,,,,,,
Nam,28,Đại học,Chính thức,15567096,4,,,,,,,,,
Nam,30,Thạc sĩ - Tiến sĩ,Chính thức,15993812,2,,,,,,,,,
Nam,38,Thạc sĩ - Tiến sĩ,Chính thức,13802758,4,,,,,,,,,
Nam,46,Thạc sĩ - Tiến sĩ,Chính thức,13207600,1,,,,,,,,,
Nam,44,Đại học,Chính thức,14611822,4,,,,,,,,,
Nam,43,Đại học,Chính thức,15053996,4,,,,,,,,,
Nam,39,Cao đẳng - Trung cấp,Chính thức,15015513,2,,,,,,,,,
Nam,34,THPT,Chính thức,16658345,4,,,,,,,,,
Nam,51,Khác,Chính thức,16009996,1,,,,,,,,,
Nam,48,Khác,Chính thức,15582288,2,,,,,,,,,
Nam,32,Thạc sĩ - Tiến sĩ,Chính thức,17587770,4,,,,,,,,,
Nam,34,THPT,Chính thức,15337318,2,,,,,,,,,
Nam,43,Khác,Chính thức,15989266,2,,,,,,,,,
Nam,49,Đại học,Chính thức,17459827,3,,,,,,,,,
Nam,35,Đại học,Chính thức,16486594,2,,,,,,,,,
Nam,31,Cao đẳng - Trung cấp,Chính thức,13361381,3,,,,,,,,,
Nam,46,Đại học,Chính thức,16745971,3,,,,,,,,,
Nam,49,THPT,Chính thức,16687788,2,,,,,,,,,
Nam,48,Đại học,Chính thức,14074960,3,,,,,,,,,
Nam,27,Đại học,Chính thức,15541485,4,,,,,,,,,
Nam,40,Khác,Chính thức,14323491,4,,,,,,,,,
Nam,39,Đại học,Chính thức,13384461,1,,,,,,,,,
Nam,45,THPT,Chính thức,16710884,4,,,,,,,,,
Nam,45,THPT,Chính thức,14831560,4,,,,,,,,,
Nam,27,THPT,Chính thức,16295484,4,,,,,,,,,
Nam,24,THPT,Chính thức,14120468,4,,,,,,,,,
Nam,42,THPT,Chính thức,13918491,2,,,,,,,,,
Nam,55,Cao đẳng - Trung cấp,Chính thức,16478437,2,,,,,,,,,
Nam,41,Đại học,Chính thức,16042355,2,,,,,,,,,
Nam,61,Khác,Chính thức,15956113,4,,,,,,,,,
Nam,59,Đại học,Chính thức,17373689,2,,,,,,,,,
Nam,49,Khác,Chính thức,12200922,2,,,,,,,,,
Nam,26,Khác,Chính thức,15562997,4,,,,,,,,,
Nam,32,Đại học,Chính thức,17702203,4,,,,,,,,,
Nam,60,Cao đẳng - Trung cấp,Chính thức,15320033,4,,,,,,,,,
Nam,29,Khác,Chính thức,12098794,4,,,,,,,,,
Nam,27,THPT,Chính thức,16763053,3,,,,,,,,,
Nam,45,Đại học,Chính thức,16523763,4,,,,,,,,,
Nam,33,THPT,Chính thức,17354643,4,,,,,,,,,
Nam,19,THPT,Chính thức,13362003,3,,,,,,,,,
Nam,41,THPT,Chính thức,13913844,4,,,,,,,,,
Nam,31,Đại học,Chính thức,17144943,4,,,,,,,,,
Nam,30,THPT,Chính thức,17335130,3,,,,,,,,,
Nam,48,THPT,Chính thức,15925520,4,,,,,,,,,
Nam,44,THPT,Chính thức,16723431,2,,,,,,,,,
Nam,57,Đại học,Chính thức,17502167,3,,,,,,,,,
Nam,47,Khác,Chính thức,16473000,4,,,,,,,,,
Nam,30,Đại học,Chính thức,14575980,1,,,,,,,,,
Nam,53,Khác,Chính thức,17380975,1,,,,,,,,,
Nam,31,Cao đẳng - Trung cấp,Chính thức,12045311,2,,,,,,,,,
Nam,29,THPT,Chính thức,14986102,4,,,,,,,,,
Nam,42,Đại học,Chính thức,14449586,2,,,,,,,,,
Nam,53,Khác,Chính thức,13668614,4,,,,,,,,,
Nam,43,Đại học,Chính thức,15253103,1,,,,,,,,,
Nam,22,Đại học,Chính thức,15673213,4,,,,,,,,,
Nam,37,Khác,Chính thức,17329837,2,,,,,,,,,
Nam,37,THPT,Chính thức,14779209,3,,,,,,,,,
Nam,47,THPT,Chính thức,12723876,4,,,,,,,,,
Nam,42,Khác,Chính thức,16321321,4,,,,,,,,,
Nam,60,THPT,Chính thức,14369618,4,,,,,,,,,
Nam,46,THPT,Chính thức,16301746,4,,,,,,,,,
Nam,39,Đại học,Chính thức,13948006,2,,,,,,,,,
Nam,39,THPT,Chính thức,12090643,2,,,,,,,,,
Nam,57,Đại học,Chính thức,17602975,3,,,,,,,,,
Nam,19,Đại học,Chính thức,12821305,4,,,,,,,,,
Nam,25,Cao đẳng - Trung cấp,Chính thức,12314064,4,,,,,,,,,
Nam,32,Khác,Chính thức,15175106,4,,,,,,,,,
Nam,35,Đại học,Chính thức,17131276,1,,,,,,,,,
Nam,49,THPT,Chính thức,12027326,4,,,,,,,,,
Nam,39,Đại học,Chính thức,17258158,3,,,,,,,,,
Nam,47,Thạc sĩ - Tiến sĩ,Chính thức,14419220,4,,,,,,,,,
Nam,47,Đại học,Chính thức,14727811,2,,,,,,,,,
Nam,46,THPT,Chính thức,12366674,2,,,,,,,,,
Nam,49,Khác,Chính thức,16822664,4,,,,,,,,,
Nam,47,THPT,Chính thức,16302496,4,,,,,,,,,
Nam,53,Đại học,Chính thức,16172239,4,,,,,,,,,
Nam,37,Đại học,Chính thức,16230482,2,,,,,,,,,
Nam,45,THPT,Chính thức,13424904,4,,,,,,,,,
Nam,40,Khác,Chính thức,12180681,2,,,,,,,,,
Nam,45,THPT,Chính thức,13461219,4,,,,,,,,,
Nam,33,Đại học,Chính thức,15746881,3,,,,,,,,,
Nam,52,Đại học,Chính thức,12129368,4,,,,,,,,,
Nam,35,THPT,Chính thức,13637635,2,,,,,,,,,
Nam,50,Khác,Chính thức,17658681,4,,,,,,,,,
Nam,29,Khác,Chính thức,17993112,2,,,,,,,,,
Nam,28,THPT,Chính thức,17415934,1,,,,,,,,,
Nam,59,Cao đẳng - Trung cấp,Chính thức,12896698,3,,,,,,,,,
Nam,43,Đại học,Chính thức,17388125,4,,,,,,,,,
Nam,34,Đại học,Chính thức,15058910,2,,,,,,,,,
Nam,44,Cao đẳng - Trung cấp,Chính thức,14961517,2,,,,,,,,,
Nam,49,Đại học,Chính thức,15723517,4,,,,,,,,,
Nam,54,Đại học,Chính thức,13682179,4,,,,,,,,,
Nam,29,THPT,Chính thức,12595215,2,,,,,,,,,
Nam,51,Đại học,Chính thức,12294641,3,,,,,,,,,
Nam,47,Khác,Chính thức,15669141,3,,,,,,,,,
Nam,44,Khác,Chính thức,13697074,3,,,,,,,,,
Nam,59,THPT,Chính thức,12150112,4,,,,,,,,,
Nam,41,Đại học,Chính thức,13092234,3,,,,,,,,,
Nam,32,THPT,Chính thức,15860391,4,,,,,,,,,
Nam,57,Đại học,Chính thức,12516251,2,,,,,,,,,
Nam,38,Khác,Chính thức,17718774,4,,,,,,,,,
Nam,64,THPT,Chính thức,15726438,1,,,,,,,,,
Nam,29,Khác,Chính thức,16883647,4,,,,,,,,,
Nam,34,THPT,Chính thức,13909437,4,,,,,,,,,
Nam,35,Khác,Chính thức,16804830,2,,,,,,,,,
Nam,63,Đại học,Chính thức,16033690,3,,,,,,,,,
Nam,24,Đại học,Chính thức,12747461,1,,,,,,,,,
Nam,49,Cao đẳng - Trung cấp,Chính thức,13314739,3,,,,,,,,,
Nam,37,Đại học,Chính thức,15661058,4,,,,,,,,,
Nam,32,THPT,Chính thức,17882001,4,,,,,,,,,
Nam,45,Đại học,Chính thức,12023623,4,,,,,,,,,
Nam,51,Đại học,Chính thức,17970820,3,,,,,,,,,
Nam,52,THPT,Chính thức,14994138,4,,,,,,,,,
Nam,48,Đại học,Chính thức,17599006,2,,,,,,,,,
Nam,39,Đại học,Chính thức,14039896,3,,,,,,,,,
Nam,54,Khác,Chính thức,14760574,2,,,,,,,,,
Nam,53,THPT,Chính thức,14984096,4,,,,,,,,,
Nam,22,Cao đẳng - Trung cấp,Chính thức,16447465,3,,,,,,,,,
Nam,34,Khác,Chính thức,13875109,2,,,,,,,,,
Nam,54,Đại học,Chính thức,12480430,4,,,,,,,,,
Nam,36,Thạc sĩ - Tiến sĩ,Chính thức,12418106,2,,,,,,,,,
Nam,33,THPT,Chính thức,12546496,3,,,,,,,,,
Nam,21,THPT,Chính thức,15272866,4,,,,,,,,,
Nam,45,Khác,Chính thức,13965211,4,,,,,,,,,
Nam,52,THPT,Chính thức,15060608,4,,,,,,,,,
Nam,34,Đại học,Chính thức,17727272,2,,,,,,,,,
Nam,37,THPT,Chính thức,14964917,4,,,,,,,,,
Nam,39,THPT,Chính thức,14469754,1,,,,,,,,,
Nam,38,Đại học,Chính thức,14762660,3,,,,,,,,,
Nam,47,Đại học,Chính thức,16932664,4,,,,,,,,,
Nam,35,Đại học,Chính thức,15418781,4,,,,,,,,,
Nam,36,THPT,Chính thức,14881501,3,,,,,,,,,
Nam,20,Cao đẳng - Trung cấp,Chính thức,12828947,4,,,,,,,,,
Nam,29,Cao đẳng - Trung cấp,Chính thức,14186020,1,,,,,,,,,
Nam,62,Đại học,Chính thức,12416584,3,,,,,,,,,
Nam,29,Thạc sĩ - Tiến sĩ,Chính thức,15473803,4,,,,,,,,,
Nam,35,Đại học,Chính thức,13760048,4,,,,,,,,,
Nam,40,Đại học,Chính thức,14684175,1,,,,,,,,,
Nam,31,THPT,Chính thức,14666906,4,,,,,,,,,
Nam,30,Khác,Chính thức,17562354,4,,,,,,,,,
Nam,23,Đại học,Chính thức,16907590,2,,,,,,,,,
Nam,30,Cao đẳng - Trung cấp,Chính thức,12559865,2,,,,,,,,,
Nam,26,Khác,Chính thức,15554585,4,,,,,,,,,
Nam,44,Khác,Chính thức,15260886,4,,,,,,,,,
Nam,30,Đại học,Chính thức,12248422,1,,,,,,,,,
Nam,34,Đại học,Chính thức,14939035,4,,,,,,,,,
Nam,49,Khác,Chính thức,14085310,2,,,,,,,,,
Nam,28,Khác,Chính thức,14677462,4,,,,,,,,,
Nam,56,THPT,Chính thức,13716101,2,,,,,,,,,
Nam,27,Đại học,Chính thức,13565493,4,,,,,,,,,
Nam,51,Đại học,Chính thức,16905092,3,,,,,,,,,
Nam,42,THPT,Chính thức,16580771,4,,,,,,,,,
Nam,32,Khác,Chính thức,14764455,2,,,,,,,,,
Nam,36,Khác,Chính thức,12419099,4,,,,,,,,,
Nam,49,Thạc sĩ - Tiến sĩ,Chính thức,16964910,2,,,,,,,,,
Nam,38,Đại học,Chính thức,16647641,2,,,,,,,,,
Nam,52,Đại học,Chính thức,16409549,4,,,,,,,,,
Nam,38,Đại học,Chính thức,12085614,3,,,,,,,,,
Nam,27,Đại học,Chính thức,12400702,4,,,,,,,,,
Nam,49,Đại học,Chính thức,17638802,4,,,,,,,,,
Nam,28,Đại học,Chính thức,17550832,4,,,,,,,,,
Nam,20,THPT,Chính thức,16552079,2,,,,,,,,,
Nam,38,Cao đẳng - Trung cấp,Chính thức,14073617,2,,,,,,,,,
Nam,30,Cao đẳng - Trung cấp,Chính thức,15123276,4,,,,,,,,,
Nam,28,THPT,Chính thức,17343081,4,,,,,,,,,
Nam,33,Đại học,Chính thức,12045550,2,,,,,,,,,
Nam,22,Đại học,Chính thức,16013038,3,,,,,,,,,
Nam,49,Cao đẳng - Trung cấp,Chính thức,14794231,2,,,,,,,,,
Nam,38,Đại học,Chính thức,16364652,3,,,,,,,,,
Nam,36,Đại học,Chính thức,13380892,4,,,,,,,,,
Nam,39,Khác,Chính thức,15964964,2,,,,,,,,,
Nam,38,THPT,Chính thức,17271246,2,,,,,,,,,
Nam,64,THPT,Chính thức,12753334,4,,,,,,,,,
Nam,35,Đại học,Chính thức,12307628,1,,,,,,,,,
Nam,20,Đại học,Chính thức,16544907,4,,,,,,,,,
Nam,36,Khác,Chính thức,12320149,2,,,,,,,,,
Nam,61,Đại học,Chính thức,16686307,4,,,,,,,,,
Nam,37,Khác,Chính thức,14466733,4,,,,,,,,,
Nam,52,Khác,Chính thức,12919283,4,,,,,,,,,
Nam,25,THPT,Chính thức,14868014,1,,,,,,,,,
Nam,41,THPT,Chính thức,12898296,3,,,,,,,,,
Nam,26,Đại học,Chính thức,13591258,3,,,,,,,,,
Nam,44,Đại học,Chính thức,17265910,3,,,,,,,,,
Nam,39,Cao đẳng - Trung cấp,Chính thức,14561218,2,,,,,,,,,
Nam,51,Khác,Chính thức,16745743,2,,,,,,,,,
Nam,36,Đại học,Chính thức,14377548,1,,,,,,,,,
Nam,34,Đại học,Chính thức,17740320,4,,,,,,,,,
Nam,28,THPT,Chính thức,13797402,1,,,,,,,,,
Nam,60,Cao đẳng - Trung cấp,Chính thức,15553393,1,,,,,,,,,
Nam,36,Đại học,Chính thức,13498594,4,,,,,,,,,
Nam,42,Khác,Chính thức,17854523,3,,,,,,,,,
Nam,32,Khác,Chính thức,14626234,3,,,,,,,,,
Nam,61,Khác,Chính thức,13236591,2,,,,,,,,,
Nam,49,Đại học,Chính thức,17002728,4,,,,,,,,,
Nam,34,Đại học,Chính thức,17652041,4,,,,,,,,,
Nam,35,THPT,Chính thức,17812725,4,,,,,,,,,
Nam,20,Khác,Chính thức,14352512,4,,,,,,,,,
Nam,31,Khác,Chính thức,17075188,4,,,,,,,,,
Nam,49,Khác,Chính thức,13989179,4,,,,,,,,,
Nam,32,Thạc sĩ - Tiến sĩ,Chính thức,15109332,4,,,,,,,,,
Nam,30,Khác,Chính thức,13989907,3,,,,,,,,,
Nam,43,Đại học,Chính thức,12688333,3,,,,,,,,,
Nam,27,Đại học,Chính thức,12893900,4,,,,,,,,,
Nam,37,Khác,Chính thức,16910510,4,,,,,,,,,
Nam,31,THPT,Chính thức,13992302,1,,,,,,,,,
Nam,35,Khác,Chính thức,17568742,3,,,,,,,,,
Nam,43,Đại học,Chính thức,14101696,4,,,,,,,,,
Nam,31,Đại học,Chính thức,14560565,3,,,,,,,,,
Nam,55,Đại học,Chính thức,14409028,4,,,,,,,,,
Nam,42,Khác,Chính thức,14547532,4,,,,,,,,,
Nam,36,Đại học,Chính thức,13770495,4,,,,,,,,,
Nam,51,Đại học,Chính thức,17358722,4,,,,,,,,,
Nam,39,THPT,Chính thức,15969854,4,,,,,,,,,
Nam,32,THPT,Chính thức,15441695,3,,,,,,,,,
Nam,41,Thạc sĩ - Tiến sĩ,Chính thức,17602202,4,,,,,,,,,
Nam,47,Đại học,Chính thức,17930563,4,,,,,,,,,
Nam,21,THPT,Chính thức,12676159,3,,,,,,,,,
Nam,33,Khác,Chính thức,14876650,4,,,,,,,,,
Nam,28,Đại học,Chính thức,16038306,4,,,,,,,,,
Nam,31,Đại học,Chính thức,12318576,1,,,,,,,,,
Nam,33,Khác,Chính thức,14641692,4,,,,,,,,,
Nam,51,Khác,Chính thức,17129773,3,,,,,,,,,
Nam,47,Khác,Chính thức,15879382,2,,,,,,,,,
Nam,37,Thạc sĩ - Tiến sĩ,Chính thức,15847708,4,,,,,,,,,
Nam,48,THPT,Chính thức,12924117,2,,,,,,,,,
Nam,60,Đại học,Chính thức,14371003,1,,,,,,,,,
Nam,48,Đại học,Chính thức,12245144,2,,,,,,,,,
Nam,36,Cao đẳng - Trung cấp,Chính thức,12627586,1,,,,,,,,,
Nam,40,Khác,Chính thức,16023777,3,,,,,,,,,
Nam,27,Đại học,Chính thức,16857699,2,,,,,,,,,
Nam,31,Khác,Chính thức,13430404,2,,,,,,,,,
Nam,51,Khác,Chính thức,16339723,4,,,,,,,,,
Nam,49,THPT,Chính thức,16475708,3,,,,,,,,,
Nam,22,Đại học,Chính thức,15642040,4,,,,,,,,,
Nam,34,Thạc sĩ - Tiến sĩ,Chính thức,12189791,4,,,,,,,,,
Nam,32,Khác,Chính thức,17638927,2,,,,,,,,,
Nam,52,Thạc sĩ - Tiến sĩ,Chính thức,16458509,4,,,,,,,,,
Nam,41,Cao đẳng - Trung cấp,Chính thức,12862249,4,,,,,,,,,
Nam,39,Đại học,Chính thức,14304521,2,,,,,,,,,
Nam,53,Đại học,Chính thức,15491555,4,,,,,,,,,
Nam,53,Khác,Chính thức,17950306,4,,,,,,,,,
Nam,33,Đại học,Chính thức,14410237,4,,,,,,,,,
Nam,52,Đại học,Chính thức,13170095,3,,,,,,,,,
Nam,27,Khác,Chính thức,16181156,4,,,,,,,,,
Nam,50,Đại học,Chính thức,17597551,4,,,,,,,,,
Nam,38,Khác,Chính thức,16026238,1,,,,,,,,,
Nam,22,Đại học,Chính thức,17116238,3,,,,,,,,,
Nam,34,Đại học,Chính thức,14720303,3,,,,,,,,,
Nam,39,THPT,Chính thức,13638497,4,,,,,,,,,
Nam,30,THPT,Chính thức,12402523,4,,,,,,,,,
Nam,36,Cao đẳng - Trung cấp,Chính thức,14597517,4,,,,,,,,,
Nam,26,Đại học,Chính thức,15112940,4,,,,,,,,,
Nam,32,Đại học,Chính thức,13676567,4,,,,,,,,,
Nam,38,Đại học,Chính thức,17583587,4,,,,,,,,,
Nam,40,Khác,Chính thức,15269226,2,,,,,,,,,
Nam,56,THPT,Chính thức,12148397,3,,,,,,,,,
Nam,37,Khác,Chính thức,15377759,4,,,,,,,,,
Nam,33,Thạc sĩ - Tiến sĩ,Chính thức,13770581,4,,,,,,,,,
Nam,42,THPT,Chính thức,12968457,4,,,,,,,,,
Nam,35,Khác,Chính thức,16154657,3,,,,,,,,,
Nam,48,Khác,Chính thức,16198124,4,,,,,,,,,
Nam,26,THPT,Chính thức,12822769,3,,,,,,,,,
Nam,37,Đại học,Chính thức,17350993,3,,,,,,,,,
Nam,38,Khác,Chính thức,12914638,4,,,,,,,,,
Nam,45,Đại học,Chính thức,17527298,3,,,,,,,,,
Nam,42,THPT,Chính thức,12934562,4,,,,,,,,,
Nam,52,Đại học,Chính thức,12812289,4,,,,,,,,,
Nam,55,Khác,Chính thức,13301526,4,,,,,,,,,
Nam,36,Đại học,Chính thức,14838781,2,,,,,,,,,
Nam,18,Đại học,Chính thức,15842478,4,,,,,,,,,
Nam,38,Khác,Chính thức,13710904,4,,,,,,,,,
Nam,42,Khác,Chính thức,17863052,2,,,,,,,,,
Nam,52,Đại học,Chính thức,15163376,4,,,,,,,,,
Nam,35,Khác,Chính thức,16261130,4,,,,,,,,,
Nam,46,THPT,Chính thức,15291823,2,,,,,,,,,
Nam,37,Khác,Chính thức,13256748,3,,,,,,,,,
Nam,56,Khác,Chính thức,13214097,4,,,,,,,,,
Nam,33,THPT,Chính thức,13732544,3,,,,,,,,,
Nam,30,THPT,Chính thức,14863002,3,,,,,,,,,
Nam,33,Khác,Chính thức,12832963,3,,,,,,,,,
Nam,31,THPT,Chính thức,17116643,4,,,,,,,,,
Nam,39,Đại học,Chính thức,13414955,4,,,,,,,,,
Nam,51,Đại học,Chính thức,14609839,3,,,,,,,,,
Nam,27,Đại học,Chính thức,13465744,4,,,,,,,,,
Nam,61,Cao đẳng - Trung cấp,Chính thức,14088614,4,,,,,,,,,
Nam,59,Đại học,Chính thức,17527478,3,,,,,,,,,
Nam,31,THPT,Chính thức,16308609,2,,,,,,,,,
Nam,32,Cao đẳng - Trung cấp,Chính thức,16435358,2,,,,,,,,,
Nam,28,THPT,Chính thức,15463765,2,,,,,,,,,
Nam,35,Khác,Chính thức,12257652,4,,,,,,,,,
Nam,25,Khác,Chính thức,16024223,2,,,,,,,,,
Nam,31,Khác,Chính thức,16773909,2,,,,,,,,,
Nam,49,THPT,Chính thức,16556956,2,,,,,,,,,
Nam,26,Đại học,Chính thức,17399182,3,,,,,,,,,
Nam,48,Đại học,Chính thức,14269082,2,,,,,,,,,
Nam,40,Khác,Chính thức,14451142,4,,,,,,,,,
Nam,33,Đại học,Chính thức,14181139,4,,,,,,,,,
Nam,32,THPT,Chính thức,17477396,2,,,,,,,,,
Nam,38,Đại học,Chính thức,12837731,3,,,,,,,,,
Nam,45,Đại học,Chính thức,15801229,4,,,,,,,,,
Nam,39,Đại học,Chính thức,12950023,3,,,,,,,,,
Nam,43,Đại học,Chính thức,16437840,4,,,,,,,,,
Nam,19,THPT,Chính thức,16789753,4,,,,,,,,,
Nam,32,THPT,Chính thức,14244152,3,,,,,,,,,
Nam,51,Khác,Chính thức,14371787,3,,,,,,,,,
Nam,37,Thạc sĩ - Tiến sĩ,Chính thức,17550564,4,,,,,,,,,
Nam,45,Đại học,Chính thức,14916526,2,,,,,,,,,
Nam,37,Khác,Chính thức,15128559,4,,,,,,,,,
Nam,52,Khác,Chính thức,13992032,4,,,,,,,,,
Nam,36,THPT,Chính thức,14362142,4,,,,,,,,,
Nam,30,Khác,Chính thức,13796569,2,,,,,,,,,
Nam,32,Đại học,Chính thức,16077977,4,,,,,,,,,
Nam,28,THPT,Chính thức,16549151,4,,,,,,,,,
